DIST,AMP,TEMP,VOLT,Timestamp
04630,0000,1204,106,2024-12-29 21:08:15.181859
04928,0000,1205,106,2024-12-29 21:08:15.182654
29364,0000,1204,106,2024-12-29 21:08:15.183360
58290,0000,1205,106,2024-12-29 21:08:15.184060
45557,0000,1205,106,2024-12-29 21:08:15.184756
02280,0000,1205,106,2024-12-29 21:08:15.185446
02663,0000,1205,106,2024-12-29 21:08:15.186139
34533,0000,1205,106,2024-12-29 21:08:15.186853
02666,0000,1205,106,2024-12-29 21:08:15.187547
03913,0001,1205,106,2024-12-29 21:08:15.188239
29416,0000,1205,106,2024-12-29 21:08:15.188932
24436,0000,1205,106,2024-12-29 21:08:15.189625
01471,0000,1205,106,2024-12-29 21:08:15.190320
05158,0000,1205,106,2024-12-29 21:08:15.191022
05316,0000,1205,106,2024-12-29 21:08:15.191726
08484,0000,1205,106,2024-12-29 21:08:15.192481
06342,0000,1205,106,2024-12-29 21:08:15.193226
67722,0000,1204,106,2024-12-29 21:08:15.193994
08436,0000,1205,106,2024-12-29 21:08:15.194736
-0008,0000,1205,106,2024-12-29 21:08:15.195437
02693,0000,1205,106,2024-12-29 21:08:15.196149
18686,0000,1205,106,2024-12-29 21:08:15.196907
00640,0000,1205,106,2024-12-29 21:08:15.197611
02135,0000,1205,106,2024-12-29 21:08:15.198310
61596,0000,1205,106,2024-12-29 21:08:15.199033
45850,0000,1205,106,2024-12-29 21:08:15.199740
48313,0000,1205,106,2024-12-29 21:08:15.200442
04973,0000,1205,106,2024-12-29 21:08:15.201150
61627,0000,1205,106,2024-12-29 21:08:15.201856
16316,0000,1205,106,2024-12-29 21:08:15.202566
15505,0001,1205,106,2024-12-29 21:08:15.203272
41004,0000,1205,106,2024-12-29 21:08:15.203972
20885,0000,1205,106,2024-12-29 21:08:15.204670
02173,0000,1205,106,2024-12-29 21:08:15.205370
22549,0000,1205,106,2024-12-29 21:08:15.206069
03139,0000,1205,106,2024-12-29 21:08:15.206778
00349,0001,1205,106,2024-12-29 21:08:15.207483
03458,0000,1205,106,2024-12-29 21:08:15.208209
03074,0000,1205,106,2024-12-29 21:08:15.208924
14855,0000,1205,106,2024-12-29 21:08:15.209661
23433,0000,1205,106,2024-12-29 21:08:15.210467
01135,0000,1205,106,2024-12-29 21:08:15.211445
50475,0000,1205,106,2024-12-29 21:08:15.212201
10806,0000,1205,106,2024-12-29 21:08:15.213001
04347,0000,1205,106,2024-12-29 21:08:15.213709
35249,0001,1205,106,2024-12-29 21:08:15.214409
58177,0000,1205,106,2024-12-29 21:08:15.215146
05376,0000,1205,106,2024-12-29 21:08:15.215847
40832,0000,1205,106,2024-12-29 21:08:15.216546
33843,0000,1205,106,2024-12-29 21:08:15.217246
14761,0000,1204,106,2024-12-29 21:08:15.217945
03999,0000,1205,106,2024-12-29 21:08:15.218654
05068,0000,1205,106,2024-12-29 21:08:15.219356
18664,0000,1205,106,2024-12-29 21:08:15.220060
14349,0001,1205,106,2024-12-29 21:08:15.220762
01372,0000,1205,106,2024-12-29 21:08:15.221462
09339,0000,1205,106,2024-12-29 21:08:15.222161
22736,0000,1205,106,2024-12-29 21:08:15.222874
16210,0000,1205,106,2024-12-29 21:08:15.223572
22853,0000,1205,106,2024-12-29 21:08:15.224277
01530,0000,1205,106,2024-12-29 21:08:15.224975
02908,0000,1205,106,2024-12-29 21:08:15.225674
05377,0000,1205,106,2024-12-29 21:08:15.226373
04737,0000,1205,106,2024-12-29 21:08:15.227089
14424,0000,1205,106,2024-12-29 21:08:15.227795
39227,0000,1205,106,2024-12-29 21:08:15.228498
04248,0000,1205,106,2024-12-29 21:08:15.229201
03646,0000,1205,106,2024-12-29 21:08:15.229900
33841,0000,1205,106,2024-12-29 21:08:15.230610
24895,0000,1205,106,2024-12-29 21:08:15.231309
16799,0000,1205,106,2024-12-29 21:08:15.232009
03687,0000,1205,106,2024-12-29 21:08:15.232706
35161,0000,1205,106,2024-12-29 21:08:15.233407
00371,0000,1205,106,2024-12-29 21:08:15.234103
01344,0000,1205,106,2024-12-29 21:08:15.234808
02218,0000,1205,106,2024-12-29 21:08:15.235508
44814,0000,1205,106,2024-12-29 21:08:15.236213
40208,0000,1205,106,2024-12-29 21:08:15.236931
04419,0000,1205,106,2024-12-29 21:08:15.237636
02965,0000,1205,106,2024-12-29 21:08:15.238344
29042,0000,1205,106,2024-12-29 21:08:15.239063
33126,0000,1205,106,2024-12-29 21:08:15.239769
04997,0000,1205,106,2024-12-29 21:08:15.240468
02232,0000,1205,106,2024-12-29 21:08:15.241167
08656,0000,1205,106,2024-12-29 21:08:15.241863
54316,0000,1204,106,2024-12-29 21:08:15.242574
00006,0442,1205,106,2024-12-29 21:08:15.243276
00006,0438,1205,106,2024-12-29 21:08:15.243978
00005,0437,1205,106,2024-12-29 21:08:15.251321
00005,0436,1205,106,2024-12-29 21:08:15.267294
00006,0438,1205,106,2024-12-29 21:08:15.283296
00006,0435,1205,106,2024-12-29 21:08:15.299288
00006,0434,1205,106,2024-12-29 21:08:15.315292
00006,0442,1205,106,2024-12-29 21:08:15.331291
00004,0433,1205,106,2024-12-29 21:08:15.347278
00007,0447,1205,106,2024-12-29 21:08:15.378887
00006,0440,1205,106,2024-12-29 21:08:15.395271
00005,0449,1205,106,2024-12-29 21:08:15.411260
00005,0440,1205,106,2024-12-29 21:08:15.427265
00006,0447,1205,106,2024-12-29 21:08:15.443268
00005,0435,1205,106,2024-12-29 21:08:15.459248
00007,0448,1205,106,2024-12-29 21:08:15.475239
00005,0435,1205,106,2024-12-29 21:08:15.491242
00006,0442,1205,106,2024-12-29 21:08:15.507245
00006,0437,1205,106,2024-12-29 21:08:15.523237
00006,0433,1205,106,2024-12-29 21:08:15.555236
00005,0430,1205,106,2024-12-29 21:08:15.571219
00007,0438,1205,106,2024-12-29 21:08:15.587225
00005,0434,1205,106,2024-12-29 21:08:15.603223
00006,0434,1205,106,2024-12-29 21:08:15.619212
00006,0442,1205,106,2024-12-29 21:08:15.635215
00006,0439,1205,106,2024-12-29 21:08:15.651203
00006,0438,1205,106,2024-12-29 21:08:15.667206
00007,0435,1205,106,2024-12-29 21:08:15.683228
00006,0441,1205,106,2024-12-29 21:08:15.714908
00007,0441,1205,106,2024-12-29 21:08:15.731184
00006,0443,1205,106,2024-12-29 21:08:15.747194
00005,0442,1205,106,2024-12-29 21:08:15.763181
00005,0437,1205,106,2024-12-29 21:08:15.779191
00005,0436,1205,106,2024-12-29 21:08:15.795188
00005,0432,1205,106,2024-12-29 21:08:15.811189
00005,0432,1205,106,2024-12-29 21:08:15.827165
00006,0439,1205,106,2024-12-29 21:08:15.843161
00006,0439,1205,106,2024-12-29 21:08:15.874547
00007,0441,1205,106,2024-12-29 21:08:15.891161
00005,0433,1205,106,2024-12-29 21:08:15.907150
00006,0437,1205,106,2024-12-29 21:08:15.923138
00005,0443,1205,106,2024-12-29 21:08:15.939149
00006,0433,1205,106,2024-12-29 21:08:15.955136
00004,0432,1205,106,2024-12-29 21:08:15.971140
00006,0439,1205,106,2024-12-29 21:08:15.987130
00005,0435,1205,106,2024-12-29 21:08:16.003141
00006,0436,1205,106,2024-12-29 21:08:16.019126
