DIST,AMP,TEMP,VOLT,Timestamp
00002,0319,1190,106,2024-12-29 21:58:56.658836
-0008,0315,1190,106,2024-12-29 21:58:56.674778
22153,0000,1190,106,2024-12-29 21:58:56.690748
16833,0000,1191,106,2024-12-29 21:58:56.706716
04589,0000,1190,106,2024-12-29 21:58:56.722664
46442,0000,1190,106,2024-12-29 21:58:56.738669
10872,0000,1190,106,2024-12-29 21:58:56.754815
63340,0000,1190,106,2024-12-29 21:58:56.770908
54763,0000,1191,106,2024-12-29 21:58:56.802151
60780,0000,1190,106,2024-12-29 21:58:56.818627
03034,0000,1191,106,2024-12-29 21:58:56.834620
23794,0000,1190,106,2024-12-29 21:58:56.850614
14563,0000,1190,106,2024-12-29 21:58:56.866615
09797,0000,1191,106,2024-12-29 21:58:56.882606
40159,0000,1190,106,2024-12-29 21:58:56.898606
02246,0000,1190,106,2024-12-29 21:58:56.914601
12427,0000,1190,106,2024-12-29 21:58:56.930600
05180,0000,1190,106,2024-12-29 21:58:56.946593
21690,0000,1190,106,2024-12-29 21:58:56.978515
53134,0000,1191,106,2024-12-29 21:58:56.994589
34698,0000,1191,106,2024-12-29 21:58:57.010588
12938,0000,1191,106,2024-12-29 21:58:57.026569
01172,0000,1190,106,2024-12-29 21:58:57.042569
04112,0000,1190,106,2024-12-29 21:58:57.058561
10455,0000,1191,106,2024-12-29 21:58:57.074568
07340,0000,1190,106,2024-12-29 21:58:57.090560
29694,0000,1191,106,2024-12-29 21:58:57.106561
40059,0000,1191,106,2024-12-29 21:58:57.138149
25649,0000,1190,106,2024-12-29 21:58:57.154552
05427,0000,1190,106,2024-12-29 21:58:57.170579
20337,0000,1190,106,2024-12-29 21:58:57.186543
03732,0000,1190,106,2024-12-29 21:58:57.202541
00328,0000,1191,106,2024-12-29 21:58:57.218543
40120,0000,1190,106,2024-12-29 21:58:57.234540
15266,0000,1190,106,2024-12-29 21:58:57.250583
02145,0000,1190,106,2024-12-29 21:58:57.266532
00522,0000,1191,106,2024-12-29 21:58:57.282525
05365,0000,1190,106,2024-12-29 21:58:57.314534
26486,0000,1190,106,2024-12-29 21:58:57.330521
17936,0000,1190,106,2024-12-29 21:58:57.346517
05949,0000,1190,106,2024-12-29 21:58:57.362521
03082,0000,1191,106,2024-12-29 21:58:57.378517
05333,0000,1191,106,2024-12-29 21:58:57.394512
05006,0000,1190,106,2024-12-29 21:58:57.410526
22662,0000,1190,106,2024-12-29 21:58:57.426515
01400,0000,1190,106,2024-12-29 21:58:57.442496
07517,0000,1190,106,2024-12-29 21:58:57.474188
30127,0000,1190,106,2024-12-29 21:58:57.490483
03129,0000,1191,106,2024-12-29 21:58:57.506486
00546,0000,1190,106,2024-12-29 21:58:57.522493
09957,0000,1190,106,2024-12-29 21:58:57.538486
03748,0000,1190,106,2024-12-29 21:58:57.554476
21421,0000,1190,106,2024-12-29 21:58:57.570478
05255,0000,1190,106,2024-12-29 21:58:57.586481
03497,0000,1190,106,2024-12-29 21:58:57.602476
45546,0000,1190,106,2024-12-29 21:58:57.633832
64929,0000,1190,106,2024-12-29 21:58:57.650458
14460,0000,1190,106,2024-12-29 21:58:57.666455
02973,0000,1190,106,2024-12-29 21:58:57.682447
34786,0000,1190,106,2024-12-29 21:58:57.698448
05289,0000,1190,106,2024-12-29 21:58:57.714438
05133,0000,1190,106,2024-12-29 21:58:57.730439
29532,0000,1190,106,2024-12-29 21:58:57.746437
05067,0000,1190,106,2024-12-29 21:58:57.762446
06838,0000,1190,106,2024-12-29 21:58:57.778430
03741,0000,1190,106,2024-12-29 21:58:57.810202
02325,0000,1190,106,2024-12-29 21:58:57.826435
16250,0000,1190,106,2024-12-29 21:58:57.842431
15026,0000,1190,106,2024-12-29 21:58:57.858439
28643,0000,1190,106,2024-12-29 21:58:57.874499
37564,0000,1190,106,2024-12-29 21:58:57.890448
00687,0000,1190,106,2024-12-29 21:58:57.906447
01223,0000,1190,106,2024-12-29 21:58:57.922450
42706,0000,1190,106,2024-12-29 21:58:57.938450
21582,0000,1190,106,2024-12-29 21:58:57.969883
02556,0000,1190,106,2024-12-29 21:58:57.986462
15125,0000,1190,106,2024-12-29 21:58:58.002382
03766,0000,1190,106,2024-12-29 21:58:58.018384
18850,0001,1190,106,2024-12-29 21:58:58.034379
29068,0000,1190,106,2024-12-29 21:58:58.050378
35371,0000,1190,106,2024-12-29 21:58:58.066368
53913,0000,1190,106,2024-12-29 21:58:58.082378
03000,0000,1190,106,2024-12-29 21:58:58.098362
03720,0000,1190,106,2024-12-29 21:58:58.114368
02973,0000,1190,106,2024-12-29 21:58:58.146234
03714,0000,1190,106,2024-12-29 21:58:58.162353
15950,0000,1190,106,2024-12-29 21:58:58.178350
24876,0000,1190,106,2024-12-29 21:58:58.194353
00636,0000,1190,106,2024-12-29 21:58:58.210341
10028,0000,1191,106,2024-12-29 21:58:58.226344
25694,0000,1191,106,2024-12-29 21:58:58.242368
06166,0001,1190,106,2024-12-29 21:58:58.258340
28493,0000,1190,106,2024-12-29 21:58:58.274331
01207,0000,1190,106,2024-12-29 21:58:58.305874
11467,0000,1190,106,2024-12-29 21:58:58.322333
16030,0000,1190,106,2024-12-29 21:58:58.338328
10983,0000,1190,106,2024-12-29 21:58:58.354331
02242,0000,1190,106,2024-12-29 21:58:58.370316
06705,0000,1190,106,2024-12-29 21:58:58.386320
10282,0000,1190,106,2024-12-29 21:58:58.402311
31000,0000,1190,106,2024-12-29 21:58:58.418315
04111,0000,1190,106,2024-12-29 21:58:58.434305
39032,0000,1190,106,2024-12-29 21:58:58.450308
33762,0000,1190,106,2024-12-29 21:58:58.482255
25158,0000,1190,106,2024-12-29 21:58:58.498289
50555,0000,1190,106,2024-12-29 21:58:58.514281
27789,0000,1190,106,2024-12-29 21:58:58.530285
04593,0000,1190,106,2024-12-29 21:58:58.546282
02147,0000,1190,106,2024-12-29 21:58:58.562281
09167,0000,1190,106,2024-12-29 21:58:58.578278
48984,0000,1190,106,2024-12-29 21:58:58.594296
04893,0000,1190,106,2024-12-29 21:58:58.610272
60744,0000,1190,106,2024-12-29 21:58:58.641893
29930,0000,1190,106,2024-12-29 21:58:58.658267
02361,0000,1190,106,2024-12-29 21:58:58.674255
17890,0000,1190,106,2024-12-29 21:58:58.690256
26629,0000,1190,106,2024-12-29 21:58:58.706255
03714,0000,1190,106,2024-12-29 21:58:58.722255
34596,0001,1190,106,2024-12-29 21:58:58.738248
01342,0000,1190,106,2024-12-29 21:58:58.754249
03707,0000,1189,106,2024-12-29 21:58:58.770240
01210,0000,1190,106,2024-12-29 21:58:58.786225
03559,0000,1190,106,2024-12-29 21:58:58.818224
43972,0000,1190,106,2024-12-29 21:58:58.834224
05261,0000,1190,106,2024-12-29 21:58:58.850216
05240,0000,1190,106,2024-12-29 21:58:58.866218
04348,0000,1190,106,2024-12-29 21:58:58.882211
02196,0000,1190,106,2024-12-29 21:58:58.898214
28143,0000,1190,106,2024-12-29 21:58:58.914208
59994,0000,1190,106,2024-12-29 21:58:58.930207
06701,0000,1190,106,2024-12-29 21:58:58.946197
56595,0001,1190,106,2024-12-29 21:58:58.977925
18056,0000,1190,106,2024-12-29 21:58:58.994191
01171,0000,1190,106,2024-12-29 21:58:59.010188
03062,0000,1190,106,2024-12-29 21:58:59.026184
04350,0000,1190,106,2024-12-29 21:58:59.042188
03488,0000,1190,106,2024-12-29 21:58:59.058175
34678,0000,1190,106,2024-12-29 21:58:59.074178
29431,0000,1190,106,2024-12-29 21:58:59.090176
07662,0000,1190,106,2024-12-29 21:58:59.106178
26273,0000,1190,106,2024-12-29 21:58:59.137558
04370,0000,1190,106,2024-12-29 21:58:59.154158
26146,0001,1190,106,2024-12-29 21:58:59.170157
02648,0000,1190,106,2024-12-29 21:58:59.186148
01714,0000,1190,106,2024-12-29 21:58:59.202158
52558,0000,1190,106,2024-12-29 21:58:59.218150
38009,0000,1190,106,2024-12-29 21:58:59.234151
02852,0000,1190,106,2024-12-29 21:58:59.250150
23176,0000,1190,106,2024-12-29 21:58:59.266159
00513,0000,1190,106,2024-12-29 21:58:59.282147
40260,0000,1190,106,2024-12-29 21:58:59.313964
33891,0000,1190,106,2024-12-29 21:58:59.330132
04574,0000,1190,106,2024-12-29 21:58:59.346120
35307,0000,1190,106,2024-12-29 21:58:59.362126
32977,0000,1190,106,2024-12-29 21:58:59.378131
01304,0000,1190,106,2024-12-29 21:58:59.394118
02038,0000,1190,106,2024-12-29 21:58:59.410116
20983,0000,1190,106,2024-12-29 21:58:59.426107
03047,0000,1190,106,2024-12-29 21:58:59.442109
03821,0000,1190,106,2024-12-29 21:58:59.473595
53350,0000,1190,106,2024-12-29 21:58:59.490100
34731,0000,1190,106,2024-12-29 21:58:59.506109
23180,0000,1190,106,2024-12-29 21:58:59.522093
02719,0000,1190,106,2024-12-29 21:58:59.538095
01838,0000,1190,106,2024-12-29 21:58:59.554084
52365,0000,1190,106,2024-12-29 21:58:59.570087
16218,0000,1189,106,2024-12-29 21:58:59.586084
02973,0000,1190,106,2024-12-29 21:58:59.602088
07715,0000,1190,106,2024-12-29 21:58:59.618075
39842,0000,1190,106,2024-12-29 21:58:59.649980
15308,0001,1190,106,2024-12-29 21:58:59.666075
38368,0001,1190,106,2024-12-29 21:58:59.682072
03876,0000,1190,106,2024-12-29 21:58:59.698062
28895,0000,1190,106,2024-12-29 21:58:59.714057
53207,0000,1190,106,2024-12-29 21:58:59.730056
03695,0000,1190,106,2024-12-29 21:58:59.746067
01012,0000,1190,106,2024-12-29 21:58:59.762052
05288,0000,1190,106,2024-12-29 21:58:59.778054
17002,0000,1190,106,2024-12-29 21:58:59.809623
00662,0000,1190,106,2024-12-29 21:58:59.826030
02945,0000,1190,106,2024-12-29 21:58:59.842026
00343,0000,1190,106,2024-12-29 21:58:59.858021
01357,0000,1190,106,2024-12-29 21:58:59.874031
01046,0000,1190,106,2024-12-29 21:58:59.890024
11416,0000,1190,106,2024-12-29 21:58:59.906031
03815,0000,1190,106,2024-12-29 21:58:59.922013
62624,0000,1190,106,2024-12-29 21:58:59.938016
06412,0000,1190,106,2024-12-29 21:58:59.954008
60134,0000,1190,106,2024-12-29 21:58:59.986004
48919,0000,1190,106,2024-12-29 21:59:00.002013
03018,0000,1190,106,2024-12-29 21:59:00.017999
02304,0000,1190,106,2024-12-29 21:59:00.034000
01163,0000,1190,106,2024-12-29 21:59:00.049994
03696,0000,1190,106,2024-12-29 21:59:00.065985
36362,0000,1189,106,2024-12-29 21:59:00.081988
02373,0000,1190,106,2024-12-29 21:59:00.097984
04662,0000,1190,106,2024-12-29 21:59:00.113986
05300,0000,1190,106,2024-12-29 21:59:00.145640
01667,0001,1190,106,2024-12-29 21:59:00.161978
52154,0000,1190,106,2024-12-29 21:59:00.177979
06832,0001,1190,106,2024-12-29 21:59:00.193965
16114,0000,1190,106,2024-12-29 21:59:00.209968
01462,0000,1190,106,2024-12-29 21:59:00.225960
00190,0000,1190,106,2024-12-29 21:59:00.242139
27031,0000,1190,106,2024-12-29 21:59:00.257965
04864,0000,1189,106,2024-12-29 21:59:00.273948
02151,0000,1190,106,2024-12-29 21:59:00.305287
03922,0001,1190,106,2024-12-29 21:59:00.321939
10711,0000,1190,106,2024-12-29 21:59:00.337931
31573,0000,1189,106,2024-12-29 21:59:00.353935
05443,0000,1190,106,2024-12-29 21:59:00.369923
05197,0000,1190,106,2024-12-29 21:59:00.385927
20803,0000,1190,106,2024-12-29 21:59:00.401915
33769,0000,1189,106,2024-12-29 21:59:00.417921
48073,0000,1190,106,2024-12-29 21:59:00.433910
04535,0000,1190,106,2024-12-29 21:59:00.449906
14926,0000,1190,106,2024-12-29 21:59:00.481665
24645,0000,1189,106,2024-12-29 21:59:00.497903
03482,0000,1190,106,2024-12-29 21:59:00.513905
25826,0000,1189,106,2024-12-29 21:59:00.529896
00034,0000,1190,106,2024-12-29 21:59:00.545891
02302,0000,1190,106,2024-12-29 21:59:00.561904
20138,0000,1190,106,2024-12-29 21:59:00.577886
48137,0000,1190,106,2024-12-29 21:59:00.593893
03513,0000,1190,106,2024-12-29 21:59:00.609882
07836,0000,1190,106,2024-12-29 21:59:00.641320
16940,0000,1190,106,2024-12-29 21:59:00.657875
02340,0000,1190,106,2024-12-29 21:59:00.673865
02569,0000,1190,106,2024-12-29 21:59:00.689873
25617,0000,1190,106,2024-12-29 21:59:00.705860
13028,0000,1190,106,2024-12-29 21:59:00.721863
00520,0000,1190,106,2024-12-29 21:59:00.737852
00886,0000,1189,106,2024-12-29 21:59:00.753859
01192,0000,1189,106,2024-12-29 21:59:00.769856
00658,0000,1190,106,2024-12-29 21:59:00.785856
27847,0000,1190,106,2024-12-29 21:59:00.817700
01493,0000,1190,106,2024-12-29 21:59:00.833843
01779,0000,1190,106,2024-12-29 21:59:00.849839
02664,0000,1190,106,2024-12-29 21:59:00.865832
09857,0000,1189,106,2024-12-29 21:59:00.881843
35525,0000,1190,106,2024-12-29 21:59:00.897834
17017,0000,1190,106,2024-12-29 21:59:00.913831
02508,0000,1190,106,2024-12-29 21:59:00.929825
05420,0000,1190,106,2024-12-29 21:59:00.945822
35455,0000,1189,106,2024-12-29 21:59:00.977354
58176,0000,1189,106,2024-12-29 21:59:00.993831
19427,0000,1190,106,2024-12-29 21:59:01.009831
05295,0000,1190,106,2024-12-29 21:59:01.025837
27591,0000,1190,106,2024-12-29 21:59:01.041835
05123,0000,1190,106,2024-12-29 21:59:01.057837
04447,0000,1190,106,2024-12-29 21:59:01.073838
03772,0000,1190,106,2024-12-29 21:59:01.089849
03616,0000,1190,106,2024-12-29 21:59:01.105849
04348,0000,1190,106,2024-12-29 21:59:01.121843
16118,0000,1190,106,2024-12-29 21:59:01.153703
05277,0000,1190,106,2024-12-29 21:59:01.169780
01385,0000,1189,106,2024-12-29 21:59:01.185769
06883,0000,1190,106,2024-12-29 21:59:01.201772
00280,0000,1190,106,2024-12-29 21:59:01.217768
13676,0000,1190,106,2024-12-29 21:59:01.233772
03913,0000,1190,106,2024-12-29 21:59:01.249775
05257,0000,1190,106,2024-12-29 21:59:01.265764
03390,0000,1190,106,2024-12-29 21:59:01.281752
21501,0000,1190,106,2024-12-29 21:59:01.313381
44922,0000,1190,106,2024-12-29 21:59:01.329757
03801,0000,1190,106,2024-12-29 21:59:01.345749
48182,0000,1189,106,2024-12-29 21:59:01.361750
20138,0000,1190,106,2024-12-29 21:59:01.377732
25930,0000,1190,106,2024-12-29 21:59:01.393730
40971,0000,1189,106,2024-12-29 21:59:01.409730
00698,0000,1190,106,2024-12-29 21:59:01.425723
10162,0000,1190,106,2024-12-29 21:59:01.441727
13389,0000,1190,106,2024-12-29 21:59:01.457722
03005,0000,1190,106,2024-12-29 21:59:01.489716
02939,0000,1190,106,2024-12-29 21:59:01.505718
